Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent,recency_days,purchase_frequency,monetary_total,avg_basket_value,cluster
2299,Karen M.,20,Male,Los Angeles,2022-11-28,1598.83,93,8,1598.8300000000002,199.85,3
2300,Quinn N.,41,Male,San Antonio,2023-05-16,3915.67,11,26,3915.67,150.6,1
2301,Tina O.,39,Female,Chicago,2022-04-17,3267.03,19,22,3267.03,148.5,1
2302,Karen P.,27,Female,San Diego,2022-09-20,2303.21,78,11,2303.21,209.38,3
2303,Henry Q.,22,Male,San Antonio,2022-05-25,1783.77,19,9,1783.77,198.2,3
2304,Rita R.,21,Male,San Antonio,2022-03-11,1869.72,48,10,1869.72,186.97,3
2305,Quinn S.,18,Female,New York,2022-08-25,2114.32,45,11,2114.32,192.21,3
2306,Henry T.,60,Female,Chicago,2023-06-13,2889.03,31,10,2889.03,288.9,2
2307,Mona U.,19,Female,Houston,2023-04-04,2196.54,52,14,2196.54,156.9,3
2308,Jack V.,52,Male,Phoenix,2022-06-03,650.34,192,2,650.3399999999999,325.17,0
2309,Oscar W.,58,Male,Phoenix,2023-08-01,2476.78,54,15,2476.7799999999997,165.12,2
2310,Mona X.,30,Male,San Diego,2023-06-23,248.95,312,2,248.95,124.48,0
2311,Henry Y.,38,Female,Houston,2023-04-21,585.77,107,3,585.77,195.26,0
2312,Frank Z.,39,Male,San Antonio,2022-07-26,2319.17,8,17,2319.17,136.42,3
2313,Ivy A.,48,Male,San Antonio,2022-09-08,6513.27,18,26,6513.2699999999995,250.51,1
2314,Henry B.,66,Male,Philadelphia,2023-06-13,2434.25,27,15,2434.25,162.28,2
2315,Grace C.,60,Female,San Antonio,2023-02-22,2663.61,57,10,2663.6099999999997,266.36,2
2316,Grace D.,27,Male,San Antonio,2022-04-05,3328.63,21,13,3328.63,256.05,3
2317,Karen E.,43,Female,Phoenix,2022-09-25,180.7,206,2,180.70000000000002,90.35,0
2318,Diana F.,29,Female,San Diego,2023-08-04,59.58,332,1,59.58,59.58,0
2319,Jack G.,46,Female,Houston,2023-07-22,380.94,150,3,380.94,126.98,0
2320,Oscar H.,48,Male,Los Angeles,2022-11-18,504.49,267,3,504.49,168.16,0
2321,Rita I.,29,Male,Houston,2023-06-23,1181.41,45,8,1181.4099999999999,147.68,3
2322,Rita J.,25,Male,Chicago,2022-06-20,1922.32,60,8,1922.32,240.29,3
2323,Quinn K.,26,Male,Phoenix,2022-11-15,2313.25,20,13,2313.25,177.94,3
2324,Tina L.,52,Female,San Diego,2023-09-22,483.61,99,3,483.61,161.2,0
2325,Paul M.,66,Male,New York,2023-07-12,2199.66,31,13,2199.66,169.2,2
2326,Alice N.,18,Female,New York,2023-11-06,1604.8,8,8,1604.8,200.6,3
2327,Ivy O.,24,Male,Philadelphia,2022-05-10,1705.7,45,8,1705.7,213.21,3
2328,Leo P.,20,Female,Houston,2022-09-15,1603.45,42,12,1603.45,133.62,3
2329,Quinn Q.,43,Male,San Antonio,2022-01-20,462.62,207,1,462.62,462.62,0
2330,Grace R.,23,Male,Los Angeles,2022-08-19,52.42,167,1,52.42,52.42,0
2331,Paul S.,31,Female,Chicago,2022-03-11,117.14,223,1,117.14,117.14,0
2332,Bob T.,61,Male,San Antonio,2022-10-02,1632.64,53,14,1632.6399999999999,116.62,2
2333,Quinn U.,39,Female,Philadelphia,2022-10-18,4689.48,14,22,4689.4800000000005,213.16,1
2334,Grace V.,41,Female,Philadelphia,2023-09-08,3339.33,2,20,3339.33,166.97,1
2335,Mona W.,41,Male,New York,2023-08-14,4562.7,8,26,4562.7,175.49,1
2336,Eva X.,38,Female,Philadelphia,2021-12-15,3519.03,30,17,3519.0299999999997,207.0,1
2337,Diana Y.,38,Male,New York,2022-05-20,1516.81,54,11,1516.81,137.89,3
2338,Sam Z.,20,Male,San Antonio,2022-05-09,2212.17,78,14,2212.17,158.01,3
2339,Mona A.,23,Female,San Antonio,2022-08-16,2828.77,85,8,2828.77,353.6,3
2340,Tina B.,31,Male,San Diego,2022-10-13,3736.25,17,17,3736.25,219.78,1
2341,Leo C.,20,Female,Houston,2022-06-26,1980.47,55,12,1980.47,165.04,3
2342,Nina D.,20,Male,Philadelphia,2022-09-01,2952.15,40,12,2952.15,246.01,3
2343,Mona E.,26,Female,San Diego,2022-10-24,60.22,127,1,60.22,60.22,0
2344,Oscar F.,59,Male,Houston,2023-09-05,223.7,207,2,223.7,111.85,0
2345,Charlie G.,36,Male,Chicago,2022-11-13,312.02,286,2,312.02,156.01,0
2346,Oscar H.,21,Male,New York,2023-10-15,3326.02,26,14,3326.0200000000004,237.57,3
2347,Mona I.,24,Male,San Antonio,2023-06-06,2277.96,46,12,2277.96,189.83,3
2348,Jack J.,42,Female,San Diego,2023-08-18,4990.26,15,23,4990.26,216.97,1
2349,Diana K.,50,Female,New York,2023-03-24,244.34,288,2,244.34,122.17,0
2350,Nina L.,27,Male,San Antonio,2022-04-29,2608.37,38,12,2608.37,217.36,3
2351,Ivy M.,28,Female,Chicago,2022-06-05,2549.47,22,13,2549.47,196.11,3
2352,Nina N.,48,Male,Houston,2023-08-10,2365.66,33,12,2365.66,197.14,2
2353,Rita O.,20,Female,San Antonio,2022-10-25,1804.79,19,10,1804.79,180.48,3
2354,Alice P.,33,Male,San Diego,2022-11-30,255.36,297,2,255.35999999999999,127.68,0
2355,Paul Q.,47,Female,San Antonio,2023-08-01,4448.91,40,20,4448.91,222.45,1
2356,Rita R.,23,Female,Los Angeles,2022-09-05,2221.97,20,13,2221.97,170.92,3
2357,Rita S.,45,Male,San Diego,2023-02-13,2807.19,13,23,2807.19,122.05,1
2358,Charlie T.,27,Male,Phoenix,2023-02-02,1072.53,175,8,1072.53,134.07,0
2359,Jack U.,69,Male,Philadelphia,2023-11-12,2215.62,88,14,2215.62,158.26,2
2360,Bob V.,21,Male,San Antonio,2022-11-30,2345.31,30,10,2345.31,234.53,3
2361,Mona W.,62,Male,Phoenix,2022-05-05,309.67,297,2,309.67,154.84,0
2362,Henry X.,21,Female,San Diego,2023-04-21,1079.09,67,8,1079.09,134.89,3
2363,Bob Y.,21,Female,San Diego,2023-03-25,1304.46,105,9,1304.4599999999998,144.94,3
2364,Mona Z.,24,Male,San Antonio,2022-06-23,1726.06,50,11,1726.06,156.91,3
2365,Leo A.,35,Male,Philadelphia,2023-09-30,2955.5,23,11,2955.5,268.68,3
2366,Diana B.,49,Male,Chicago,2023-09-06,168.42,147,2,168.42,84.21,0
2367,Alice C.,42,Male,Phoenix,2022-09-09,3426.72,56,16,3426.7200000000003,214.17,1
2368,Bob D.,58,Male,San Antonio,2022-02-17,3578.27,86,15,3578.27,238.55,2
2369,Sam E.,31,Female,San Antonio,2022-06-12,778.14,276,3,778.14,259.38,0
2370,Diana F.,30,Female,Philadelphia,2023-04-09,6289.98,18,29,6289.9800000000005,216.9,1
2371,Grace G.,52,Female,Philadelphia,2023-06-17,4475.1,24,25,4475.1,179.0,1
2372,Alice H.,41,Female,San Diego,2023-08-22,2905.29,9,16,2905.29,181.58,1
2373,Diana I.,38,Male,Philadelphia,2022-05-17,1598.57,29,17,1598.57,94.03,3
2374,Grace J.,19,Female,Philadelphia,2022-04-28,1611.75,75,8,1611.75,201.47,3
2375,Paul K.,39,Female,New York,2023-01-12,4463.36,15,29,4463.36,153.91,1
2376,Charlie L.,22,Male,Chicago,2023-05-24,146.89,316,2,146.89,73.44,0
2377,Eva M.,48,Male,Philadelphia,2023-06-30,4148.16,59,18,4148.16,230.45,1
2378,Bob N.,43,Female,Los Angeles,2023-10-24,5461.19,2,24,5461.19,227.55,1
2379,Frank O.,61,Male,Houston,2021-12-26,1056.15,69,10,1056.15,105.62,2
2380,Leo P.,20,Male,Los Angeles,2023-03-23,257.28,321,2,257.28,128.64,0
2381,Henry Q.,30,Female,Chicago,2023-08-14,6003.66,14,25,6003.66,240.15,1
2382,Eva R.,19,Male,Los Angeles,2023-05-19,1017.74,23,8,1017.74,127.22,3
2383,Alice S.,23,Male,Houston,2023-07-30,2745.63,62,11,2745.63,249.6,3
2384,Leo T.,58,Male,Los Angeles,2022-11-02,3927.29,52,18,3927.29,218.18,2
2385,Karen U.,24,Male,San Diego,2022-03-24,1679.41,45,8,1679.41,209.93,3
2386,Eva V.,63,Female,San Antonio,2023-02-22,2445.18,46,16,2445.18,152.82,2
2387,Rita W.,37,Male,San Antonio,2023-10-20,364.2,268,2,364.20000000000005,182.1,0
2388,Rita X.,43,Female,Philadelphia,2023-02-12,550.38,327,2,550.38,275.19,0
2389,Ivy Y.,40,Female,Philadelphia,2022-12-20,2889.04,66,19,2889.04,152.05,1
2390,Grace Z.,47,Female,San Antonio,2023-11-12,1067.0,19,11,1067.0,97.0,2
2391,Nina A.,41,Male,Los Angeles,2023-03-24,2507.08,80,18,2507.08,139.28,2
2392,Tina B.,46,Male,San Antonio,2022-04-03,463.24,193,3,463.24,154.41,0
2393,Grace C.,39,Female,Los Angeles,2022-01-13,120.26,280,2,120.25999999999999,60.13,0
2394,Sam D.,48,Female,Houston,2023-09-15,1752.08,20,11,1752.08,159.28,2
2395,Mona E.,53,Male,Philadelphia,2022-10-06,29.87,300,1,29.87,29.87,0
2396,Diana F.,59,Female,New York,2023-05-28,2573.67,104,16,2573.67,160.85,2
2397,Rita G.,51,Male,Los Angeles,2023-04-27,1664.31,118,12,1664.31,138.69,2
2398,Quinn H.,29,Male,New York,2023-04-24,212.14,206,2,212.14,106.07,0
2399,Paul I.,69,Male,Los Angeles,2022-06-28,2064.78,46,12,2064.78,172.07,2
2400,Charlie J.,53,Male,Chicago,2023-02-07,1364.05,36,12,1364.05,113.67,2
